block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
9930;omp-cloverleaf;calc_dt.cpp:53-77,calc_dt.cpp:90-90,context.h:46-46,context.h:69-69;6.2662053108215;1.5749971866608;;;;;;;;;;;;;;;;
12061;omp-cloverleaf;PdV.cpp:72-83;5.3710422515869;1.3499999046326;;;;;;;;;;;;;;;;
9141;omp-cloverleaf;context.h:46-46,context.h:69-69,advec_cell.cpp:163-163,advec_cell.cpp:174-202;5.231785774231;1.3149980306625;;;;;;;;;;;;;;;;
8873;omp-cloverleaf;accelerate.cpp:43-53;4.3962979316711;1.1050000190735;;;;;;;;;;;;;;;;
9108;omp-cloverleaf;stl_algobase.h:238-238,context.h:69-69,advec_cell.cpp:71-72,advec_cell.cpp:79-110;3.8591935634613;0.97000002861023;;;;;;;;;;;;;;;;
18494;omp-cloverleaf;context.h:69-69,viscosity.cpp:39-49,viscosity.cpp:55-55,viscosity.cpp:62-74;3.7199442386627;0.93499994277954;;;;;;;;;;;;;;;;
12035;omp-cloverleaf;PdV.cpp:51-63;3.6204805374146;0.9099999666214;;;;;;;;;;;;;;;;
10625;omp-cloverleaf;ideal_gas.cpp:40-45;3.2226254940033;0.80999994277954;;;;;;;;;;;;;;;;
9567;omp-cloverleaf;advec_mom.cpp:197-202,context.h:69-69;2.9441270828247;0.74000000953674;;;;;;;;;;;;;;;;
9507;omp-cloverleaf;advec_mom.cpp:221-221,context.h:69-69;2.5860576629639;0.65000003576279;;;;;;;;;;;;;;;;
9538;omp-cloverleaf;advec_mom.cpp:125-130,context.h:69-69;2.4865937232971;0.62499994039536;;;;;;;;;;;;;;;;
10429;omp-cloverleaf;flux_calc.cpp:39-40;2.3871302604675;0.60000002384186;;;;;;;;;;;;;;;;
9422;omp-cloverleaf;advec_mom.cpp:149-149,context.h:69-69;2.2876663208008;0.57499998807907;;;;;;;;;;;;;;;;
9082;omp-cloverleaf;advec_cell.cpp:211-216;2.2080953121185;0.55500000715256;;;;;;;;;;;;;;;;
9450;omp-cloverleaf;advec_mom.cpp:170-172,context.h:69-69;1.9892749786377;0.5;;;;;;;;;;;;;;;;
9358;omp-cloverleaf;advec_mom.cpp:98-100,context.h:69-69;1.8500257730484;0.46499997377396;;;;;;;;;;;;;;;;
9248;omp-cloverleaf;advec_mom.cpp:56-57;1.8500257730484;0.46499997377396;;;;;;;;;;;;;;;;
9212;omp-cloverleaf;advec_mom.cpp:47-48;1.8500257730484;0.46499997377396;;;;;;;;;;;;;;;;
10371;omp-cloverleaf;context.h:69-69,field_summary.cpp:77-91;1.7505621910095;0.44000002741814;;;;;;;;;;;;;;;;
9277;omp-cloverleaf;advec_mom.cpp:65-66;1.6510983705521;0.41500002145767;;;;;;;;;;;;;;;;
8988;omp-cloverleaf;advec_cell.cpp:120-125;1.5914200544357;0.39999997615814;;;;;;;;;;;;;;;;
12144;omp-cloverleaf;reset_field.cpp:47-48;1.4919562339783;0.375;;;;;;;;;;;;;;;;
12244;omp-cloverleaf;revert.cpp:37-38;1.4720635414124;0.37000000476837;;;;;;;;;;;;;;;;
9316;omp-cloverleaf;advec_mom.cpp:74-75;1.4720635414124;0.37000000476837;;;;;;;;;;;;;;;;
12183;omp-cloverleaf;reset_field.cpp:37-38;1.3725998401642;0.34500002861023;;;;;;;;;;;;;;;;
9020;omp-cloverleaf;advec_cell.cpp:139-140;0.85538828372955;0.21500000357628;;;;;;;;;;;;;;;;
8926;omp-cloverleaf;advec_cell.cpp:47-48;0.81560277938843;0.20499999821186;;;;;;;;;;;;;;;;
9476;omp-cloverleaf;advec_mom.cpp:160-160;0.75592452287674;0.19000001251698;;;;;;;;;;;;;;;;
8960;omp-cloverleaf;advec_cell.cpp:57-58;0.75592452287674;0.19000001251698;;;;;;;;;;;;;;;;
9054;omp-cloverleaf;advec_cell.cpp:149-150;0.67635351419449;0.17000000178814;;;;;;;;;;;;;;;;
9384;omp-cloverleaf;advec_mom.cpp:88-88;0.63656800985336;0.15999999642372;;;;;;;;;;;;;;;;
9568;omp-cloverleaf;advec_mom.cpp:211-211;0.45753327012062;0.11500000208616;;;;;;;;;;;;;;;;
9535;omp-cloverleaf;advec_mom.cpp:114-114;0.35806947946548;0.089999996125698;;;;;;;;;;;;;;;;
9564;omp-cloverleaf;advec_mom.cpp:186-186;0.33817675709724;0.08500000089407;;;;;;;;;;;;;;;;
9539;omp-cloverleaf;advec_mom.cpp:139-139;0.25860574841499;0.064999997615814;;;;;;;;;;;;;;;;
9566;omp-cloverleaf;advec_mom.cpp:192-200;0.23871301114559;0.060000002384186;;;;;;;;;;;;;;;;
10482;omp-cloverleaf;generate_chunk.cpp:77-80;0.21882027387619;0.055000003427267;;;;;;;;;;;;;;;;
9537;omp-cloverleaf;advec_mom.cpp:120-128;0.17903473973274;0.044999998062849;;;;;;;;;;;;;;;;
10788;omp-cloverleaf;initialise_chunk.cpp:80-82;0.1193565055728;0.030000001192093;;;;;;;;;;;;;;;;
10527;omp-cloverleaf;generate_chunk.cpp:92-92,context.h:46-46;0.059678252786398;0.015000000596046;;;;;;;;;;;;;;;;
9313;omp-cloverleaf;context.h:69-69;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
14344;omp-cloverleaf;update_halo.cpp:592-593;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
9237;omp-cloverleaf;context.h:69-69;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
10516;omp-cloverleaf;generate_chunk.cpp:91-91;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
10525;omp-cloverleaf;generate_chunk.cpp:91-91;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
10433;omp-cloverleaf;flux_calc.cpp:39-40,context.h:69-69;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
10624;omp-cloverleaf;ideal_gas.cpp:45-45;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
9482;omp-cloverleaf;advec_mom.cpp:160-160;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
10518;omp-cloverleaf;generate_chunk.cpp:91-91;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
10425;omp-cloverleaf;context.h:69-69;0.019892750307918;0.0049999998882413;;;;;;;;;;;;;;;;
