block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
10521;omp-cloverleaf;generate_chunk.cpp:93-98,context.h:46-46,context.h:69-69;0.059148918837309;0.015000000596046;;;;;;;;;;;;;;;;
8870;omp-cloverleaf;accelerate.cpp:43-43,context.h:69-69;0.039432611316442;0.0099999997764826;;;;;;;;;;;;;;;;
10624;omp-cloverleaf;ideal_gas.cpp:45-45;0.039432611316442;0.0099999997764826;;;;;;;;;;;;;;;;
14505;omp-cloverleaf;update_halo.cpp:635-636;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
13648;omp-cloverleaf;update_halo.cpp:410-411;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
12418;omp-cloverleaf;update_halo.cpp:76-77;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9313;omp-cloverleaf;context.h:69-69;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9410;omp-cloverleaf;advec_mom.cpp:149-149;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9502;omp-cloverleaf;advec_mom.cpp:221-221;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
14197;omp-cloverleaf;update_halo.cpp:562-562;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
13003;omp-cloverleaf;update_halo.cpp:238-239;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
10790;omp-cloverleaf;initialise_chunk.cpp:80-82,context.h:69-69;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
10523;omp-cloverleaf;generate_chunk.cpp:91-91;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9454;omp-cloverleaf;advec_mom.cpp:170-172,context.h:69-69;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9363;omp-cloverleaf;advec_mom.cpp:98-100,context.h:69-69;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9574;omp-cloverleaf;advec_mom.cpp:211-211;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9354;omp-cloverleaf;context.h:69-69;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9721;omp-cloverleaf;build_field.cpp:125-125;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9207;omp-cloverleaf;advec_mom.cpp:47-48;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9572;omp-cloverleaf;advec_mom.cpp:197-197,advec_mom.cpp:204-210;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9543;omp-cloverleaf;advec_mom.cpp:125-125,advec_mom.cpp:132-138;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
9534;omp-cloverleaf;advec_mom.cpp:114-114,advec_mom.cpp:132-133,context.h:46-46,context.h:69-69;0.019716305658221;0.0049999998882413;;;;;;;;;;;;;;;;
