Metric;Node;Process;Thread;#max_time_on_cpu_s;IO;Time (s);#start_time_us;Exe;System;Others;#start_time_s;TBB;Pthread;#max_context_switch_time_s;#stop_time_us;#total;#stop_time_s;#event_count;OMP;#elapsed_time;MPI;String;Memory;Math;
cycles;_ALL;_ALL;_ALL;0;0;25.689783096313;648579;79274978432;5409996288;0;5641;0;0;0;516387;101119152128;5678;20223.8304256;14979998272;36.867809295654;0;0;1455000000;0;
cycles;penda-Latitude-7480;_ALL;_ALL;0;0;25.689783096313;648579;79274978432;5409996288;0;5641;0;0;0;516387;101119152128;5678;20223.8304256;14979998272;36.867809295654;0;0;1455000000;0;
cycles;penda-Latitude-7480;59628;_ALL;0;0;25.689783096313;648579;79274978432;5409996288;0;5641;0;0;0;516387;101119152128;5678;20223.8304256;14979998272;36.867809295654;0;0;1455000000;0;
cycles;penda-Latitude-7480;59628;59628;1.9525227546692;0;25.689783096313;648579;19939994880;1709997568;0;5641;0;0;0.70049899816513;516387;25689782272;5678;5137.9564544;3599999808;36.867809295654;0;0;440000000;0;
cycles;penda-Latitude-7480;59628;59640;1.3796949386597;0;25.364734649658;653088;19894994432;1194999296;0;5641;0;0;0.63140887022018;516521;25364733952;5678;5072.9467904;3909999872;36.863433837891;0;0;365000000;0;
cycles;penda-Latitude-7480;59628;59641;1.339191198349;0;24.959785461426;654548;19624994880;1249999616;0;5641;0;0;0.57123720645905;516588;24959784960;5678;4991.956992;3764999424;36.862037658691;0;0;320000000;0;
cycles;penda-Latitude-7480;59628;59639;1.8515131473541;0;25.104850769043;653012;19814994240;1254999808;0;5641;0;0;0.566535115242;516431;25104850944;5678;5020.9701888;3704999168;36.863418579102;0;0;330000000;0;
