node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
penda-Latitude-7480;Skylake_4e;2;15;x86_64;SKYLAKE;Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz;3072 KB;2;3000000;2800049;intel_pstate;powersave;madvise;Linux 6.17.0-14-generic #14~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Jan 15 15:52:10 UTC 2;;
