group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;SS;VMOVUPD,VMOVUPD,;0,32,;0x36217,0x3626f,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMULPD,VMULPD,;0,32,;0x361fc,0x36252,;Success;64;Success;64;64;0;64;64;2;
2;LL;VFMADD231PD,VFMADD231PD,;0,32,;0x36202,0x36259,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMULPD,VMULPD,;0,32,;0x361ee,0x3624b,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x3621d,0x36276,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x361de,0x36238,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x361e8,0x36244,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x361e3,0x3623e,;Success;64;Success;64;64;0;64;64;2;
2;SS;VMOVUPD,VMOVUPD,;0,32,;0x3622c,0x36287,;Success;64;Success;64;64;0;64;64;2;
2;LL;VSUBPD,VSUBPD,;0,32,;0x36222,0x3627c,;Success;64;Success;64;64;0;64;64;2;
1;L;MOV,;168,;0x361f4,;Success;0;Success;8;8;0;8;0;1;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x361d9,0x36232,;Success;64;Success;64;64;0;64;64;2;
2;LL;VFMADD231PD,VFMADD231PD,;0,32,;0x36209,0x36260,;Success;64;Success;64;64;0;64;64;2;
