group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x40288,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x40272,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x40258,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fbff,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x3fbf2,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fce9,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fcda,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fcc0,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fcb2,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fca5,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fe05,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fc93,;Not found;0;Success;8;8;0;8;0;1;
2;LL;VMOVSD,VCOMISD,;0,0,;0x3fc59,0x3fc82,;Not found;0;Success;16;8;8;8;0;1;
1;L;MOV,;8,;0x3fc3d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x403d9,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fcc8,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x3fcbd,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fc97,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fc77,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x40260,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fbf6,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fbcd,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x403b8,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x4036f,;Indirect;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x40363,;Not found;0;Success;8;8;0;8;0;1;
3;SSS;VMOVSD,VMOVSD,VMOVSD,;0,0,0,;0x40358,0x40398,0x403ce,;Indirect;0;Success;24;8;16;8;0;3;
1;L;VMOVSD,;0,;0x4034b,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x4033b,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x402f5,;Not found;0;Success;8;8;0;8;0;1;
4;LLLL;MOV,MOV,MOV,MOV,;8,0,16,24,;0x40254,0x40278,0x4029b,0x402a6,;Not found;0;Success;32;32;0;32;0;1;
2;LL;VMOVSD,VCOMISD,;0,0,;0x3fbe0,0x3fc05,;Not found;0;Success;16;8;8;8;0;1;
1;L;MOV,;8,;0x3fbc9,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fe4c,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fe38,;Indirect;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fddc,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fdbc,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fd9c,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x403e3,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x403c7,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fc73,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x3fc6f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fc41,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x403a3,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x40386,;Not found;0;Success;8;8;0;8;0;1;
2;LL;VCOMISD,VCOMISD,;0,0,;0x3fbe6,0x3fc5f,;Success;0;Success;16;8;8;8;0;2;
4;LLLL;VMOVSD,VCOMISD,VMOVSD,VCOMISD,;8,0,8,0,;0x3fbb8,0x3fbd2,0x3fc21,0x3fc47,;Iteration not constant;0;Success;32;16;16;16;0;1;
1;S;VMOVSD,;0,;0x402ef,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x402bd,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x402aa,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x4027b,;Not found;0;Success;8;8;0;8;0;1;
18;LLLLLLLLLLLLLLLLLL;MOV,MOV,IMUL,IMUL,MOV,MOV,MOV,MOV,MOV,MOV,IMUL,MOV,MOV,IMUL,MOV,MOV,MOV,MOV,;632,64,48,0,16,184,168,232,216,632,48,64,16,0,184,168,232,216,;0x3fbd9,0x4025c,0x4026a,0x40284,0x4028e,0x4029f,0x402b3,0x40306,0x4030d,0x3fc52,0x3fca0,0x3fcab,0x3fcc4,0x3fcd3,0x3fced,0x3fd0b,0x3fd46,0x3fd64,;Success;0;Success;144;72;72;640;0;1;
1;S;VMOVSD,;0,;0x3fe1c,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fdf5,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fdcc,;Indirect;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fdac,;Indirect;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fd8c,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fd42,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fd33,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fd5a,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x3fd3e,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fd01,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x3fce5,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x402fc,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x40295,;Iteration not constant;0;Success;8;8;0;8;0;1;
