group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x3ef40,0x3ef9d,;Success;64;Success;64;64;0;64;64;2;
2;LL;VADDPD,VADDPD,;0,32,;0x3ef51,0x3efb1,;Success;64;Success;64;64;0;64;64;2;
2;LL;VADDPD,VADDPD,;0,32,;0x3ef20,0x3ef79,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMULPD,VMULPD,;0,32,;0x3ef46,0x3efa4,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x3ef15,0x3ef6c,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMULPD,VMULPD,;0,32,;0x3ef1a,0x3ef72,;Success;64;Success;64;64;0;64;64;2;
2;SS;VMOVUPD,VMOVUPD,;0,32,;0x3ef36,0x3ef91,;Success;64;Success;64;64;0;64;64;2;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x3ef10,0x3ef66,;Success;64;Success;64;64;0;64;64;2;
2;SS;VMOVUPD,VMOVUPD,;0,32,;0x3ef60,0x3efc1,;Success;64;Success;64;64;0;64;64;2;
2;LL;VADDPD,VADDPD,;0,32,;0x3ef4b,0x3efaa,;Success;64;Success;64;64;0;64;64;2;
2;LL;VADDPD,VADDPD,;0,32,;0x3ef26,0x3ef80,;Success;64;Success;64;64;0;64;64;2;
1;L;CMP,;200,;0x3efcc,;Success;0;Success;8;8;0;8;0;1;
2;LL;VMOVUPD,VMOVUPD,;0,32,;0x3ef3b,0x3ef97,;Success;64;Success;64;64;0;64;64;2;
