group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x401ed,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x401da,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x401ab,;Not found;0;Success;8;8;0;8;0;1;
18;LLLLLLLLLLLLLLLLLL;MOV,MOV,IMUL,IMUL,MOV,MOV,MOV,MOV,MOV,MOV,IMUL,MOV,MOV,IMUL,MOV,MOV,MOV,MOV,;632,64,48,0,16,184,168,232,216,632,48,64,16,0,184,168,232,216,;0x3fb09,0x4018c,0x4019a,0x401b4,0x401be,0x401cf,0x401e3,0x40236,0x4023d,0x3fb82,0x3fbd0,0x3fbdb,0x3fbf4,0x3fc03,0x3fc1d,0x3fc3b,0x3fc76,0x3fc94,;Success;0;Success;144;72;72;640;0;1;
1;S;VMOVSD,;0,;0x3fd4c,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fd25,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fcfc,;Indirect;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fcdc,;Indirect;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fcbc,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fc72,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fc63,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fc8a,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x3fc6e,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fc31,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x3fc15,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x4022c,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x401c5,;Iteration not constant;0;Success;8;8;0;8;0;1;
75;LLLLLLSSLSLSSSLSSLSLLLLLLLLSLLLLLLLLLLLLLLSLSSLSSLSLSSLSSLLLLLLLLLSLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;64,72,16,72,32,32,80,104,32,136,80,128,144,80,32,112,88,144,120,104,80,128,120,88,136,104,80,120,88,112,104,120,80,88,64,72,16,72,32,72,32,72,104,32,80,128,104,88,136,72,120,32,104,144,120,112,152,80,88,136,104,112,152,80,88,128,120,104,112,144,80,88,120,104,112,;0x3faf4,0x3fb1d,0x3fb2a,0x4017f,0x40195,0x401af,0x401de,0x401f1,0x401f6,0x401fb,0x40207,0x4020c,0x40214,0x40231,0x40244,0x40249,0x40252,0x40257,0x40262,0x40271,0x40276,0x40280,0x4028e,0x40297,0x402a5,0x402ad,0x402bb,0x402c0,0x402ce,0x402d8,0x402ed,0x402f2,0x40304,0x4030e,0x3fb68,0x3fb9a,0x3fbad,0x3fbbe,0x3fbcb,0x3fbe8,0x3fbfe,0x3fc10,0x3fc27,0x3fc2c,0x3fc36,0x3fc42,0x3fc4e,0x3fc53,0x3fc58,0x3fc69,0x3fc80,0x3fc85,0x3fc8f,0x3fc9b,0x3fca7,0x3fcac,0x3fcb1,0x3fcc2,0x3fcc7,0x3fcd1,0x3fce2,0x3fce7,0x3fcf1,0x3fd02,0x3fd07,0x3fd11,0x3fd1d,0x3fd2b,0x3fd30,0x3fd3a,0x3fd52,0x3fd57,0x3fd60,0x3fd6e,0x3fd73,;Success;0;Success;600;104;496;144;0;1;
2;LL;VCOMISD,VCOMISD,;0,0,;0x3faee,0x3fb5e,;Success;0;Success;16;8;8;8;0;2;
1;L;VMOVSD,;0,;0x3fd78,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fd5c,;Not found;0;Success;8;8;0;8;0;1;
