group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x401b8,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x401a2,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x40188,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fb2f,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x3fb22,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fc19,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fc0a,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fbf0,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fbe2,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fbd5,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fd35,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fbc3,;Not found;0;Success;8;8;0;8;0;1;
2;LL;VMOVSD,VCOMISD,;0,0,;0x3fb89,0x3fbb2,;Not found;0;Success;16;8;8;8;0;1;
1;L;MOV,;8,;0x3fb6d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x40309,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fbf8,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x3fbed,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fbc7,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fba7,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x40190,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fb26,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fafd,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x402e8,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x4029f,;Indirect;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x40293,;Not found;0;Success;8;8;0;8;0;1;
3;SSS;VMOVSD,VMOVSD,VMOVSD,;0,0,0,;0x40288,0x402c8,0x402fe,;Indirect;0;Success;24;8;16;8;0;3;
1;L;VMOVSD,;0,;0x4027b,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x4026b,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x40225,;Not found;0;Success;8;8;0;8;0;1;
4;LLLL;MOV,MOV,MOV,MOV,;8,0,16,24,;0x40184,0x401a8,0x401cb,0x401d6,;Not found;0;Success;32;32;0;32;0;1;
2;LL;VMOVSD,VCOMISD,;0,0,;0x3fb10,0x3fb35,;Not found;0;Success;16;8;8;8;0;1;
1;L;MOV,;8,;0x3faf9,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fd7c,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x3fd68,;Indirect;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fd0c,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fcec,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fccc,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x40313,;Iteration not constant;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x402f7,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x3fba3,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x3fb9f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3fb71,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x402d3,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x402b6,;Not found;0;Success;8;8;0;8;0;1;
2;LL;VCOMISD,VCOMISD,;0,0,;0x3fb16,0x3fb8f,;Success;0;Success;16;8;8;8;0;2;
4;LLLL;VMOVSD,VCOMISD,VMOVSD,VCOMISD,;8,0,8,0,;0x3fae8,0x3fb02,0x3fb51,0x3fb77,;Iteration not constant;0;Success;32;16;16;16;0;1;
1;S;VMOVSD,;0,;0x4021f,;Iteration not constant;0;Success;8;8;0;8;0;1;
