group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVUPD,;0,;0x4a30c,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a2f8,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a2e5,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a2d8,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a354,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a305,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a31e,;Success;32;Success;32;32;0;32;32;1;
2;LL;VDIVPD,VMULPD,;0,0,;0x4a3d6,0x4a403,;Success;32;Success;64;32;32;32;32;1;
1;S;VMOVUPD,;0,;0x4a408,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a3ac,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a311,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a2f2,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a36d,;Success;32;Success;32;32;0;32;32;1;
1;L;VFMADD231PD,;0,;0x4a35a,;Success;32;Success;32;32;0;32;32;1;
1;S;VMOVUPD,;0,;0x4a3f6,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a385,;Success;32;Success;32;32;0;32;32;1;
1;L;VFNMADD213PD,;0,;0x4a3e8,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a3bf,;Success;32;Success;32;32;0;32;32;1;
1;L;VFMADD132PD,;0,;0x4a3a2,;Success;32;Success;32;32;0;32;32;1;
1;L;VMULPD,;0,;0x4a395,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a372,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a360,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a347,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4a33a,;Success;32;Success;32;32;0;32;32;1;
1;L;VMULPD,;0,;0x4a32d,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a377,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4a3d0,;Success;32;Success;32;32;0;32;32;1;
16;LLLLLLLLLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;240,248,288,296,280,264,272,312,320,304,256,328,336,344,232,352,;0x4a2d0,0x4a2dd,0x4a2ea,0x4a2fd,0x4a316,0x4a332,0x4a33f,0x4a34c,0x4a365,0x4a37d,0x4a39a,0x4a3b2,0x4a3c4,0x4a3ee,0x4a3fb,0x4a411,;Success;0;Success;128;128;0;128;0;1;
