group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x3b6c6,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b63f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b617,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3c14d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3c117,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3c0dd,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3c09f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b8f3,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b8c7,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b878,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c0cc,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b84f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c0b5,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b7cf,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c07a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b7b4,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c04c,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b721,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c00c,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b6fa,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bf67,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b67f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bf38,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b64a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bef8,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3beba,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3be8b,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3baa8,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3ba65,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3ba35,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b9fb,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b9af,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b8e6,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b8a3,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b865,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b83a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b7bf,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3be9a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3be6a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bcdd,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bca8,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bc73,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bc3e,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bbff,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bbb3,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3baf1,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bab2,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3c05a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3c031,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bf77,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bf46,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bf1d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bed3,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3beaa,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3be5b,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bce1,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3bcac,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3be60,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bccd,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bc9e,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bc5e,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bc2a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bbed,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bb8a,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3badd,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3ba9d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3ba78,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c12b,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c0ec,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c0ba,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c085,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c041,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3c011,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bf72,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bf2d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3bf03,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3ba82,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3ba3f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3ba00,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b9c7,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b8ef,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b8b2,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b87d,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b83f,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b7d4,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVHPD,;0,;0x3b79f,;Not found;0;Success;8;8;0;8;0;1;
11;LLLLLLLLLLL;VMAXPD,VMULPD,VMULPD,VMAXPD,VBROADCASTSD,VBROADCASTSD,VMULPD,VBROADCASTSD,VMULPD,VCMPPD,VCMPPD,;215041,214764,214756,214633,220274,220382,213566,220229,213545,213559,213517,;0x3bbf7,0x3bd0c,0x3bd14,0x3bd8f,0x3c1b5,0x3c1d1,0x3c1da,0x3c1e2,0x3c1ef,0x3c200,0x3c22a,;RIP based value;0;Success;280;209;71;6873;0;1;
1;L;VMOVSD,;0,;0x3b794,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b6f5,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x3b6d7,;Not found;0;Success;8;8;0;8;0;1;
