group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVUPD,;0,;0x497f9,;Success;32;Success;32;32;0;32;32;1;
1;S;VMOVUPD,;0,;0x498ac,;Success;32;Success;32;32;0;32;32;1;
1;S;VMOVUPD,;0,;0x4989a,;Success;32;Success;32;32;0;32;32;1;
1;L;VFNMADD213PD,;0,;0x4988c,;Success;32;Success;32;32;0;32;32;1;
2;LL;VDIVPD,VMULPD,;0,0,;0x49861,0x498a7,;Success;32;Success;64;32;32;32;32;1;
1;L;VMOVUPD,;0,;0x497d0,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x49852,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x49840,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x49817,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x49804,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x497e2,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x497d5,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x49822,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x49811,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x4981c,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x4986f,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x497db,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x49835,;Success;32;Success;32;32;0;32;32;1;
8;LLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;184,176,192,200,208,216,168,224,;0x497c8,0x497e7,0x49809,0x49828,0x49845,0x49892,0x4989f,0x498b5,;Success;0;Success;64;64;0;64;0;1;
1;L;VADDPD,;0,;0x497f4,;Success;32;Success;32;32;0;32;32;1;
