group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVUPD,;0,;0x6ef8a,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef63,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef5e,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef58,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef69,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6f0df,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef85,;Success;32;Success;32;32;0;32;32;1;
1;L;VSUBPD,;0,;0x6f04e,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDPD,;0,;0x6f041,;Success;32;Success;32;32;0;32;32;1;
1;L;VSUBPD,;0,;0x6f028,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef76,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6ef70,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6effd,;Success;32;Success;32;32;0;32;32;1;
8;LLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;168,176,208,312,192,152,160,144,;0x6ef99,0x6efa1,0x6efe2,0x6f020,0x6f02d,0x6f039,0x6f046,0x6f100,;Success;0;Success;64;64;0;176;0;1;
1;L;VMOVSD,;0,;0x6efc6,;Success;0;Success;8;8;0;8;0;1;
1;S;VMOVUPD,;0,;0x6f0f7,;Success;32;Success;32;32;0;32;32;1;
1;L;VADDSD,;0,;0x6f035,;Not found;0;Success;8;8;0;8;0;1;
1;L;VMOVUPD,;0,;0x6f01b,;Success;32;Success;32;32;0;32;32;1;
1;L;VMOVUPD,;0,;0x6efdd,;Success;32;Success;32;32;0;32;32;1;
